,Brand,Bike Model,Model Year,Price (Rs),Finance_Available(Yes/No),City,State
1338,Royal Enfield,Royal Enfield Himalayan 452,2024.0,300000.0,Yes,Guwahati, Assam
1339,Royal Enfield,Royal Enfield Thunderbird 350,2017.0,100000.0,Yes,Pune, Maharashtra
1340,Ather Energy,Ather 450X,2022.0,55000.0,Yes,"Kundara, Kollam", Kerala
1341,Bajaj,Bajaj Dominar 400,2023.0,190000.0,Yes,Jalandhar, Punjab
1342,Yamaha,Yamaha MT-15 Ver 2.0,2024.0,140000.0,Yes,Hyderabad, Telangana
1343,Suzuki,Suzuki Access 125,2017.0,35000.0,Yes,Bangalore, Karnataka
1344,Yamaha,Yamaha FZ25,2017.0,80000.0,Yes,Bangalore, Karnataka
1345,TVS,TVS Scooty Pep,2012.0,13000.0,Yes,"Hadapsar, Pune", Maharashtra
1346,Hero,Hero Maestro,2015.0,19000.0,Yes,Ernakulam, Kerala
1347,Ather Energy,Ather Rizta S,2024.0,105000.0,Yes,Gir Somnath, Gujarat
1348,Royal Enfield,Royal Enfield Bullet Standard 350,2016.0,135000.0,Yes,"Yellareddy, Kamareddy", Telangana
1349,Bajaj,Bajaj Avenger 220 DTS-i,2016.0,60000.0,Yes,Tikamgarh, Madhya Pradesh
1350,TVS,TVS Jupiter ZX,2017.0,34999.0,Yes,"Delhi Cantonment, New Delhi", Delhi
1351,TVS,TVS Ronin TD,2023.0,140000.0,Yes,Pune, Maharashtra
1352,Bajaj,Bajaj Avenger Street 150,2017.0,55000.0,Yes,"Marathahalli, Bangalore", Karnataka
1353,Honda,Honda 2023 Activa 125 Disc,2023.0,80000.0,Yes,Thane, Maharashtra
1354,Suzuki,Suzuki Hayate,2012.0,10000.0,Yes,West Delhi, Delhi
1355,Honda,Honda CB Unicorn,2019.0,70000.0,Yes,"Hadapsar, Pune", Maharashtra
1356,TVS,TVS Apache RTR 160 4V,2020.0,60000.0,Yes,Udaipur, Rajasthan
1357,Bajaj,Bajaj Pulsar F250,2022.0,140000.0,Yes,Udupi, Karnataka
1358,Bajaj,Bajaj Avenger Street 180,2019.0,55000.0,Yes,"Kalyan, Thane", Maharashtra
1359,Hero,Hero XPulse,2019.0,80000.0,Yes,"Chembur, Mumbai", Maharashtra
1360,Hero,Hero Xpulse 200 4V,2022.0,95000.0,Yes,South West Delhi, Delhi
1361,Bajaj,Bajaj Discover 100,2013.0,15000.0,Yes,New Delhi, Delhi
1362,Hero,Hero XPulse 200T,2019.0,60000.0,Yes,Tiruvannamalai, Tamil Nadu
1363,Ola Electric,Ola S1X Plus,2024.0,76000.0,Yes,Thane, Maharashtra
1364,Revolt Motors,Revolt RV 400,2024.0,100000.0,Yes,Ghaziabad, Uttar Pradesh
1365,Bajaj,Bajaj Avenger Street 150,2016.0,35000.0,Yes,Bokaro, Jharkhand
1366,Royal Enfield,Royal Enfield Super Meteor 650,2024.0,450000.0,Yes,"Hubballi, Dharwad", Karnataka
1367,Yezdi,Yezdi Roadster Dark,2022.0,165000.0,Yes,Rewari, Haryana
1368,Honda,Honda CB350RS,2022.0,195000.0,Yes,Bangalore, Karnataka
1369,Yamaha,Yamaha R15M,2023.0,150000.0,Yes,Hoshangabad, Madhya Pradesh
1370,Royal Enfield,Royal Enfield Interceptor 650 Twin,2024.0,340000.0,Yes,Hyderabad, Telangana
1371,Bajaj,Bajaj Freedom 125 NG04 Disc LED,2025.0,105000.0,Yes,Junagadh, Gujarat
1372,Yamaha,Yamaha FZ-S,2013.0,40000.0,Yes,"Pimpri-Chinchwad, Pune", Maharashtra
1373,TVS,TVS Raider Split Seat,2021.0,60000.0,Yes,"Domjur, Howrah", West Bengal
1374,Honda,Honda Shine 125 Drum OBD2,2022.0,59999.0,Yes,"Bahadurpura, Hyderabad", Telangana
1375,TVS,TVS Apache RTR 160 4V,2017.0,55000.0,Yes,Darbhanga, Bihar
1377,Yamaha,Yamaha FZ-S FI Ver 4.0 DLX,2024.0,130000.0,Yes,Silvassa, Dadra Nagar Haveli
1378,Royal Enfield,Royal Enfield Meteor 350,2021.0,170000.0,Yes,"Mubarakpur, Azamgarh", Uttar Pradesh
1379,Royal Enfield,Royal Enfield Hunter 350 Metro,2024.0,200000.0,Yes,Dharwad, Karnataka
1380,Jawa,Jawa 42 FJ,2024.0,180000.0,Yes,New Delhi, Delhi
1381,Royal Enfield,Royal Enfield Continental GT 650,2025.0,380000.0,Yes,Bokaro, Jharkhand
1383,Mahindra,Mahindra Flyte,2012.0,10000.0,Yes,"Marredpally, Hyderabad", Telangana
1384,Bajaj,Bajaj Avenger 220 DTS-i,2015.0,40000.0,Yes,Mysore, Karnataka
1386,Honda,Honda Activa DLX Limited Edition,2024.0,75000.0,Yes,"Egmore, Chennai", Tamil Nadu
1387,BMW,BMW G 310 R,2019.0,200000.0,Yes,Thane, Maharashtra
1388,Yamaha,Yamaha FZ-S FI V2,2016.0,50000.0,Yes,Bhubaneshwar, Orissa
1389,TVS,TVS Zest 110 Gloss Series,2015.0,20000.0,Yes,"Berhampore, Murshidabad", West Bengal
1390,Hero,Hero Passion Plus 2023,2023.0,75000.0,Yes,Thrissur, Kerala
1391,TVS,TVS Sport BS6,2021.0,44500.0,Yes,Ghaziabad, Uttar Pradesh
1392,Hero,Hero Hunk,2010.0,70000.0,Yes,"Pimpri-Chinchwad, Pune", Maharashtra
1393,Honda,Honda Activa i,2014.0,20000.0,Yes,Gorakhpur, Uttar Pradesh
1394,TVS,TVS Scooty Pep Plus,2018.0,29999.0,Yes,Bangalore, Karnataka
1395,Yamaha,Yamaha FZ-S FI V2,2015.0,22000.0,Yes,"Delhi Cantonment, New Delhi", Delhi
1396,TVS,TVS Apache RTR 160,2017.0,40000.0,Yes,"Shaikpet, Hyderabad", Telangana
1397,Bajaj,Bajaj Chetak Premium,2024.0,120000.0,Yes,Indore, Madhya Pradesh
1398,TVS,TVS Jupiter,2020.0,40000.0,Yes,Noida, Uttar Pradesh
1399,Royal Enfield,Royal Enfield Classic 350,2016.0,95000.0,Yes,"Delhi Cantonment, New Delhi", Delhi
1401,Hero,Hero Achiever,2017.0,45000.0,Yes,"Asansol, Paschim Bardhaman", West Bengal
1403,TVS,TVS Apache RR 310,2023.0,245000.0,Yes,Pimpri-Chinchwad, Maharashtra
1404,Honda,Honda Activa 5G,2020.0,55000.0,Yes,New Delhi, Delhi
1405,Yamaha,Yamaha FZS 25,2021.0,102000.0,Yes,Tirupur, Tamil Nadu
1406,Royal Enfield,Royal Enfield Super Meteor 650,2023.0,390000.0,Yes,Noida, Uttar Pradesh
1407,TVS,TVS Apache RR 310,2023.0,210000.0,Yes,Gurgaon, Haryana
1408,Royal Enfield,Royal Enfield Super Meteor 650,2024.0,410000.0,Yes,Amravati, Maharashtra
1409,Suzuki,Suzuki Swish,2014.0,30000.0,Yes,Pune, Maharashtra
1410,Royal Enfield,Royal Enfield Meteor 350 Stellar,2021.0,165000.0,Yes,"Dwarka, South West Delhi", Delhi
1411,Royal Enfield,Royal Enfield Hunter 350 Metro,2023.0,185000.0,Yes,"Shaikpet, Hyderabad", Telangana
1412,Simple Energy,Simple Energy One 2025,2025.0,175000.0,Yes,Bangalore, Karnataka
1413,Royal Enfield,Royal Enfield Thunderbird TwinSpark 350,2011.0,60000.0,Yes,Pune, Maharashtra
1414,Bajaj,Bajaj Discover 125M,2014.0,35000.0,Yes,"KR Puram, Bangalore", Karnataka
1415,Honda,Honda Activa,2011.0,32000.0,Yes,Bangalore, Karnataka
1416,Hero,Hero Glamour BS6,2021.0,65000.0,Yes,Saharsa, Bihar
1417,Ather Energy,Ather 450X,2023.0,110000.0,Yes,Chennai, Tamil Nadu
1418,Bajaj,Bajaj Pulsar 180 DTSi,2016.0,45000.0,Yes,Sitamarhi, Bihar
1419,Bajaj,Bajaj Dominar 400 ABS BS6,2022.0,180000.0,Yes,Ramgarh, Jharkhand
1420,TVS,TVS Victor,2017.0,36000.0,Yes,"Hindupur, Sri Sathya Sai", Andhra Pradesh
1421,Hero,Hero Glamour 125 Drum,2011.0,40000.0,Yes,Kolkata, West Bengal
1422,Suzuki,Suzuki Access 125 Bluetooth Enabled,2021.0,60000.0,Yes,"Mathili, Malkangiri", Orissa
1423,Ola Electric,Ola S1 Pro Gen2,2024.0,100000.0,Yes,"Athani, Belgaum", Karnataka
1424,Suzuki,Suzuki Gixxer SF BS6,2022.0,90000.0,Yes,"Gooty, Anantapur", Andhra Pradesh
1425,Royal Enfield,Royal Enfield Bullet Electra,2021.0,145000.0,Yes,"Kumta, Uttara Kannada", Karnataka
1426,Honda,Honda Shine 125 Drum,2020.0,65000.0,Yes,Palghar, Maharashtra
1427,Yamaha,Yamaha MT-15 BS6,2024.0,175000.0,Yes,Mysore, Karnataka
1428,Ola Electric,Ola S1 Pro,2022.0,90000.0,Yes,Alwar, Rajasthan
1429,Hero,Hero Passion X Pro,2019.0,30000.0,Yes,New Delhi, Delhi
1430,Honda,Honda Activa,2011.0,15000.0,Yes,"Thodupuzha, Idukki", Kerala
1431,Royal Enfield,Royal Enfield Interceptor 650 Twin,2025.0,260000.0,Yes,"Nandakumar, Purba Medinipur", West Bengal
1432,TVS,TVS Apache RTR 160 4V BS6,2020.0,69000.0,Yes,Tirupati, Andhra Pradesh
1433,Royal Enfield,Royal Enfield Classic 350 Dual Channel BS6,2022.0,150000.0,Yes,Guwahati, Assam
1434,TVS,TVS Scooty Streak,2013.0,20000.0,Yes,Chennai, Tamil Nadu
1435,Bajaj,Bajaj Pulsar 150 DTSi,2012.0,25000.0,Yes,"Secunderabad, Hyderabad", Telangana
1436,Honda,Honda CB Shine,2015.0,30000.0,Yes,"Bisalpur, Pilibhit", Uttar Pradesh
1437,Komaki Electric,KOMAKI XGT X5,2025.0,40000.0,Yes,Mumbai, Maharashtra
1439,Hero,Hero Maestro Edge 110 BS6,2016.0,36000.0,Yes,Bangalore, Karnataka
1440,KTM,KTM Duke 200,2016.0,100000.0,Yes,Indore, Madhya Pradesh
1441,Honda,Honda Hness CB 350,2022.0,170000.0,Yes,Kanpur, Uttar Pradesh
1442,TVS,TVS NTORQ 125 Race Edition BS6,2024.0,93000.0,Yes,"Indiranagar, Bangalore", Karnataka
1443,Ola Electric,Ola S1,2022.0,70000.0,Yes,Nagpur, Maharashtra
1444,Yamaha,Yamaha R15 V4,2025.0,137000.0,Yes,Chengalpattu, Tamil Nadu
1445,TVS,TVS Apache RTR 160 4V 2024,2024.0,120000.0,Yes,Lucknow, Uttar Pradesh
1446,Royal Enfield,Royal Enfield Thunderbird 350,2018.0,100000.0,Yes,"Khairatabad, Hyderabad", Telangana
1447,Hero,Hero Passion X Pro,2013.0,30000.0,Yes,"Dadar, Mumbai", Maharashtra
1448,Yamaha,Yamaha FZ-S FI Ver 4.0,2023.0,115000.0,Yes,Gurgaon, Haryana
1449,Royal Enfield,Royal Enfield Continental GT 650,2022.0,315000.0,Yes,Ghaziabad, Uttar Pradesh
1450,KTM,KTM RC 200,2019.0,100000.0,Yes,"Itwa, Siddharthnagar", Uttar Pradesh
1452,Royal Enfield,Royal Enfield Hunter 350 Metro,2024.0,172999.0,Yes,Ghaziabad, Uttar Pradesh
1453,Hero,Hero Karizma XMR,2024.0,175000.0,Yes,Mumbai, Maharashtra
1454,Bajaj,Bajaj Avenger Street 160,2019.0,55000.0,Yes,"Shaikpet, Hyderabad", Telangana
1455,Suzuki,Suzuki V-Strom 650XT ABS BS6,2022.0,650000.0,Yes,"Nilambur, Malappuram", Kerala
1456,Bajaj,Bajaj Platina 100 ES BS6,2022.0,45000.0,Yes,Hisar, Haryana
1457,Royal Enfield,Royal Enfield Continental GT 650,2023.0,340000.0,Yes,"Secunderabad, Hyderabad", Telangana
1458,Honda,Honda Livo 110,2019.0,35000.0,Yes,"Bhiwadi, Alwar", Rajasthan
1459,TVS,TVS Apache RR 310,2023.0,220000.0,Yes,Bhagalpur, Bihar
1460,KTM,KTM Duke 250,2023.0,170000.0,Yes,"Pataudi, Gurgaon", Haryana
1461,Bajaj,Bajaj Avenger Cruise 220,2015.0,48500.0,Yes,"Electronic City, Bangalore", Karnataka
1462,Honda,Honda CB Shine,2017.0,40000.0,Yes,Lucknow, Uttar Pradesh
1463,Royal Enfield,Royal Enfield Classic 350,2016.0,129999.0,Yes,Bangalore, Karnataka
1464,Hero,Hero CBZ Xtreme,2011.0,40000.0,Yes,"Hebbal, Bangalore", Karnataka
1466,Honda,Honda CB Shine SP,2014.0,35000.0,Yes,"Alandur, Chennai", Tamil Nadu
1467,Royal Enfield,Royal Enfield Bullet Electra,2014.0,97000.0,Yes,Jammu, Jammu Kashmir
1468,Harley,Harley Davidson Street 750,2015.0,200001.0,Yes,Navi Mumbai, Maharashtra
1469,Honda,Honda CB Trigger,2014.0,33000.0,Yes,Mumbai, Maharashtra
1470,Triumph,Triumph Speed 400 2025,2025.0,310000.0,Yes,"Malad, Mumbai", Maharashtra
1471,Royal Enfield,Royal Enfield Classic 500,2011.0,80000.0,Yes,West Delhi, Delhi
1472,Honda,Honda Activa 6G Std,2023.0,65000.0,Yes,Kolkata, West Bengal
1473,Royal Enfield,Royal Enfield Continental GT 650,2021.0,295000.0,Yes,Noida, Uttar Pradesh
1474,Royal Enfield,Royal Enfield Interceptor 650 Twin,2019.0,290000.0,Yes,"HSR Layout, Bangalore", Karnataka
1475,Aprilia,Aprilia SR 150,2016.0,35000.0,Yes,"Proddatur, Kadapa", Andhra Pradesh
1476,Royal Enfield,Royal Enfield Thunderbird 350,2017.0,100000.0,Yes,"Pimpri-Chinchwad, Pune", Maharashtra
1477,Hero,Hero Glamour Xtec,2023.0,65000.0,Yes,Noida, Uttar Pradesh
1478,Honda,Honda Activa e,2025.0,105000.0,Yes,Bangalore, Karnataka
1479,Jawa,Jawa 42 Bobber Dual Channel ABS,2023.0,160000.0,Yes,"Ambattur, Chennai", Tamil Nadu
1480,Revolt Motors,Revolt RV 400,2020.0,60000.0,Yes,"Ameerpet, Hyderabad", Telangana
1481,Hero,Hero Xtreme 250R,2025.0,200000.0,Yes,"Banashankari, Bangalore", Karnataka
1482,KTM,KTM Duke,2017.0,130000.0,Yes,Chennai, Tamil Nadu
1483,Royal Enfield,Royal Enfield Thunderbird 500,2014.0,90000.0,Yes,Noida, Uttar Pradesh
1484,Suzuki,Suzuki Gixxer SF 250 BS6,2021.0,160000.0,Yes,Lucknow, Uttar Pradesh
1485,Bajaj,Bajaj Pulsar 150 DTSi,2012.0,35000.0,Yes,Darbhanga, Bihar
1486,Jawa,Jawa forty two BS6,2022.0,145000.0,Yes,Ambala, Haryana
1487,TVS,TVS Raider Split Seat,2024.0,90000.0,Yes,"Bansgaon, Gorakhpur", Uttar Pradesh
1488,Honda,Honda CB350 DLX Pro,2023.0,210000.0,Yes,Mangalore, Karnataka
1489,Hero,Hero HF Deluxe,2019.0,25000.0,Yes,Agra, Uttar Pradesh
1490,Royal Enfield,Royal Enfield Interceptor 650 Twin,2019.0,260000.0,Yes,"Bellandur, Bangalore", Karnataka
1491,Honda,Honda CB Unicorn,2014.0,45000.0,Yes,Bangalore, Karnataka
1492,Hero,Hero Glamour BS6,2022.0,75000.0,Yes,Kolkata, West Bengal
1493,Suzuki,Suzuki Swish,2017.0,35000.0,Yes,Bangalore, Karnataka
1494,KTM,KTM 250 Adventure 2021,2021.0,140000.0,Yes,Warangal, Telangana
1495,Jawa,Jawa 42 Dual Channel ABS AllStar Black,2021.0,120000.0,Yes,New Delhi, Delhi
1497,Bajaj,Bajaj Pulsar N150,2023.0,140000.0,Yes,Hyderabad, Telangana
1498,Honda,Honda Hness Anniversary Edition,2022.0,180000.0,Yes,Pune, Maharashtra
1499,TVS,TVS Apache RTR 180,2018.0,60000.0,Yes,"Bhota, Hamirpur", Himachal Pradesh
1500,Hero,Hero Glamour 125 Disc,2021.0,55000.0,Yes,"Bijepur, Bargarh", Orissa
1501,Yamaha,Yamaha R15 V4,2023.0,150000.0,Yes,Aurangabad, Maharashtra
1502,Yamaha,Yamaha FZ-S FI V3 BS6,2021.0,80000.0,Yes,Hyderabad, Telangana
1503,Kawasaki,Kawasaki Z250,2015.0,135000.0,Yes,"Tambaram, Chengalpattu", Tamil Nadu
1504,Arrow EV,Arrow EV Vespar Round Light,2012.0,20000.0,Yes,Pune, Maharashtra
1505,Hero,Hero Achiever,2019.0,51990.0,Yes,"Pipalda, Kota", Rajasthan
1506,TVS,TVS NTORQ 125 Race XP,2023.0,60000.0,Yes,Hyderabad, Telangana
1507,Royal Enfield,Royal Enfield Thunderbird 350,2016.0,90000.0,Yes,Indore, Madhya Pradesh
1508,TVS,TVS Apache RTR 160 4V BS6,2022.0,95000.0,Yes,Gonda, Uttar Pradesh
1509,Royal Enfield,Royal Enfield Interceptor 650 Twin,2020.0,225000.0,Yes,Bangalore, Karnataka
1510,TVS,TVS NTORQ 125,2022.0,60000.0,Yes,Shahdara, Delhi
1511,Yamaha,Yamaha FZ25,2018.0,50000.0,Yes,"Dadar, Mumbai", Maharashtra
1512,BMW,BMW G 310 RR,2023.0,260000.0,Yes,Bhubaneshwar, Orissa
1513,Hero,Hero Pleasure Plus Platinum,2021.0,48000.0,Yes,Ghaziabad, Uttar Pradesh
1514,Yezdi,Yezdi Roadster Dark,2022.0,200000.0,Yes,Sikar, Rajasthan
1515,Royal Enfield,Royal Enfield Bullet Electra Twinspark,2015.0,85500.0,Yes,Mumbai, Maharashtra
1516,Royal Enfield,Royal Enfield Meteor 350 Stellar,2023.0,175000.0,Yes,"T. Nagar, Chennai", Tamil Nadu
1517,TVS,TVS Apache RTR 200 4V,2016.0,60000.0,Yes,Noida, Uttar Pradesh
1518,Hero,Hero Destini 125,2025.0,85000.0,Yes,"Secunderabad, Hyderabad", Telangana
1519,TVS,TVS Jupiter,2015.0,20000.0,Yes,Gurgaon, Haryana
1520,Hero,Hero Glamour Xtec,2022.0,65000.0,Yes,East Delhi, Delhi
1521,Suzuki,Suzuki Access 125,2021.0,55000.0,Yes,"Kundapura, Udupi", Karnataka
1522,Jawa,Jawa Jawa BS6,2021.0,165000.0,Yes,"Chinnasalem, Kallakurichi", Tamil Nadu
1523,Suzuki,Suzuki Access 125 BS6,2018.0,60000.0,Yes,Pune, Maharashtra
1524,TVS,TVS Jupiter,2015.0,30000.0,Yes,Chennai, Tamil Nadu
1525,Suzuki,Suzuki V-Strom SX,2022.0,200000.0,Yes,Bangalore, Karnataka
1526,Yamaha,Yamaha MT-15 Ver 2.0,2023.0,150000.0,Yes,Davangere, Karnataka
1527,Hero,Hero Splendor Plus 2025,2025.0,85000.0,Yes,Ahmedabad, Gujarat
1528,Bajaj,Bajaj Pulsar 150 DTSi,2013.0,40000.0,Yes,Indore, Madhya Pradesh
1529,Bajaj,Bajaj Pulsar NS 160,2019.0,68000.0,Yes,"Panvel, Raigad", Maharashtra
1530,Hero,Hero Super Splendor,2022.0,65000.0,Yes,"Parel, Mumbai", Maharashtra
1531,Yamaha,Yamaha FZ25,2020.0,96000.0,Yes,Bangalore, Karnataka
1532,Bajaj,Bajaj Pulsar NS 160,2018.0,52000.0,Yes,Visakhapatnam, Andhra Pradesh
1533,Yamaha,Yamaha Cygnus Ray ZR,2016.0,35000.0,Yes,Nagpur, Maharashtra
1534,Honda,Honda Activa 5G Limited Edition,2019.0,40000.0,Yes,"Balugaon, Khordha", Orissa
1535,Royal Enfield,Royal Enfield Interceptor 650 Twin,2020.0,235000.0,Yes,"Chanakyapuri, New Delhi", Delhi
1536,Honda,Honda Activa,2013.0,15000.0,Yes,"Wakad, Pune", Maharashtra
1537,Yamaha,Yamaha Ray ZR 125 Fi Hybrid,2024.0,85000.0,Yes,"Mayur Vihar, East Delhi", Delhi
1538,Honda,Honda CD 110 Dream,2019.0,40000.0,Yes,"Uklana Mandi, Hisar", Haryana
1539,Aprilia,Aprilia SR 125,2019.0,45000.0,Yes,Kolkata, West Bengal
1540,Honda,Honda SP 125 BSVI,2023.0,80000.0,Yes,Agra, Uttar Pradesh
1542,Honda,Honda Unicorn,2011.0,20000.0,Yes,Chennai, Tamil Nadu
1543,Royal Enfield,Royal Enfield Meteor 350 Stellar,2022.0,170000.0,Yes,"Anna Nagar, Chennai", Tamil Nadu
1544,Bajaj,Bajaj Pulsar NS 125,2024.0,95000.0,Yes,Jamui, Bihar
1545,TVS,TVS Victor Premium Edition,2020.0,38000.0,Yes,Sambhal, Uttar Pradesh
1546,Jawa,Jawa forty two,2023.0,170000.0,Yes,"Hosapete, Vijayanagara", Karnataka
1547,Honda,Honda Activa 125,2017.0,35000.0,Yes,"Bannerghatta Road, Bangalore", Karnataka
1548,KTM,KTM Duke 200,2016.0,85000.0,Yes,Nashik, Maharashtra
1549,Bajaj,Bajaj Chetak Electric,2024.0,80000.0,Yes,"Ameerpet, Hyderabad", Telangana
1550,Jawa,Jawa 42 Dual Channel ABS Orion Red,2021.0,135000.0,Yes,South 24 Parganas, West Bengal
1551,Yamaha,Yamaha FZ FI V3 BS6,2019.0,74000.0,Yes,Pune, Maharashtra
1552,Royal Enfield,Royal Enfield Bullet 350,1982.0,125000.0,Yes,"Ranni, Pathanamthitta", Kerala
1553,Honda,Honda Shine 125,2009.0,20000.0,Yes,"Bhavani, Erode", Tamil Nadu
1554,Hero,Hero Super Splendor XTEC,2024.0,95000.0,Yes,"T. Nagar, Chennai", Tamil Nadu
1555,Yamaha,Yamaha FZ-S FI V3,2024.0,130000.0,Yes,Coimbatore, Tamil Nadu
1556,Hero,Hero Karizma R,2014.0,50000.0,Yes,Hyderabad, Telangana
1557,Royal Enfield,Royal Enfield Classic 350,2015.0,80000.0,Yes,"Zaheerabad, Sangareddy", Telangana
1558,TVS,TVS Apache RTR 160 4V,2018.0,55000.0,Yes,Bhopal, Madhya Pradesh
1559,Hero,Hero CBZ Xtreme,2011.0,30000.0,Yes,"Bodhan, Nizamabad", Telangana
1560,Bajaj,Bajaj Avenger Street 160,2019.0,36000.0,Yes,Ahmedabad, Gujarat
1561,Bajaj,Bajaj Pulsar 220F BS6,2025.0,140000.0,Yes,Bardhaman, West Bengal
1562,Bajaj,Bajaj Pulsar NS400,2024.0,200000.0,Yes,Hyderabad, Telangana
1563,Yezdi,Yezdi Roadster Dual Tone,2023.0,185000.0,Yes,"Bhandup, Mumbai", Maharashtra
1564,Okaya EV,Okaya Faast F2F,2023.0,50000.0,Yes,"Harhua, Varanasi", Uttar Pradesh
1565,Yamaha,Yamaha MT-15 Ver 2.0,2023.0,140000.0,Yes,Hisar, Haryana
1566,KTM,KTM Duke 390,2013.0,80000.0,Yes,"Hadapsar, Pune", Maharashtra
1567,Triumph,Triumph Scrambler 400 X,2024.0,220000.0,Yes,Virudhunagar, Tamil Nadu
1569,Deltic EV,Deltic Legion,2024.0,55000.0,Yes,Bardhaman, West Bengal
1570,Royal Enfield,Royal Enfield Himalayan BS VI,2018.0,155000.0,Yes,Pune, Maharashtra
1571,Hero Cycles,Bicycle Hero,2021.0,2000.0,No,Pune, Maharashtra
1572,Bajaj,Bajaj Pulsar NS 160,2018.0,72000.0,Yes,Hyderabad, Telangana
1573,Honda,Honda Activa,2016.0,40000.0,Yes,"Ulhasnagar, Thane", Maharashtra
1574,Royal Enfield,Royal Enfield Thunderbird 350,2014.0,85000.0,Yes,New Delhi, Delhi
1575,Hero,Hero Glamour 125 Disc,2018.0,50000.0,Yes,Ghaziabad, Uttar Pradesh
1576,KTM,KTM RC 200,2019.0,130000.0,Yes,Pune, Maharashtra
1577,Yamaha,Yamaha FZ FI V2,2018.0,60000.0,Yes,"Kherki Daula, Gurgaon", Haryana
1578,Hero,Hero Duet 125,2019.0,20000.0,Yes,Gurgaon, Haryana
1579,Royal Enfield,Royal Enfield Meteor 350 Supernova,2024.0,190000.0,Yes,"Daulatpur Chowk, Una", Himachal Pradesh
1580,Bajaj,Bajaj Pulsar NS125 BS6,2023.0,70000.0,Yes,Hyderabad, Telangana
1581,Royal Enfield,Royal Enfield Super Meteor 650,2025.0,432000.0,Yes,Jammu, Jammu Kashmir
1582,Bajaj,Bajaj Pulsar AS 200,2015.0,45000.0,Yes,Allahabad, Uttar Pradesh
1585,Bajaj,Bajaj Dominar 400,2018.0,175000.0,Yes,"Rajajinagar, Bangalore", Karnataka
1586,Bajaj,Bajaj Pulsar NS125 BS6,2022.0,75000.0,Yes,Nashik, Maharashtra
1587,Jawa,Jawa 42 Bobber Red Sheen,2023.0,189000.0,Yes,"Alandur, Chennai", Tamil Nadu
1588,Honda,Honda Hness Anniversary Edition,2022.0,175000.0,Yes,"Dahisar, Mumbai", Maharashtra
1589,Suzuki,Suzuki Avenis 125 Ride Connect Edition,2022.0,65000.0,Yes,Dehradun, Utarakhand
1590,Suzuki,Suzuki Gixxer SF,2016.0,42000.0,Yes,"Bhiwandi, Thane", Maharashtra
1591,TVS,TVS Apache RTR 160 4V,2018.0,62000.0,Yes,Kolkata, West Bengal
